Giá,DT,Đường,Phường-Xã,Quận-Huyện,Thành Phố,Hướng,Phòng ăn,Loại tin,Đường trước nhà,Nhà bếp,Loại BDS,Pháp lý,Sân thượng,Chiều ngang,Số lầu,Chổ để xe hơi,Chiều dài,Số phòng ngủ,Chính chủ
"3,85 tỷ",50 m,Đường Nguyễn Tất Thành, Phường Tam Thuận, Quận Thanh Khê, Đà Nẵng,Tây Nam,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,4m,3,Y,13m,3,---
"8,4 tỷ",144 m,Đường Lê Văn Duyệt, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,Đông Bắc,---,Cần bán,15m,---,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,6m,5,---,24m,6,---
"25,8 tỷ",525 m,Đường Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,30m,Y,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,Y,12m,1,Y,---,1,---
"1,2 tỷ",49 m,Đường Võ Chí Công, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,---,---,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,---,---,12,---,---,1,---
11 tỷ,190 m,Đường Phan Huy Chú, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,---,19m,---,---
340 triệu / m,1.000 m,Đường Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,30m,---,---,35m,---,---
23 tỷ,280 m,Đường Nguyễn Sinh Sắc, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,60m,---,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,---,10m,4,---,28m,4,---
"3,29 tỷ",52 m,Đường Bình An 7, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Đông Nam,Y,Cần bán,4m,Y,Nhà trong hẻm,Giấy tờ hợp lệ,Y,"3,6m",2,Y,14m,3,---
"6,3 tỷ",80 m,Đường Trần Đức Thông, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,Đông Bắc,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,16m,---,---
"1,95 tỷ",70 m,Đường Tiểu La, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,"2,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,7m,2,---,10m,4,---
"3,36 tỷ",58 m,Đường Hàm Nghi, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,3m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,4,---,---,10,---
27 tỷ,123 m,Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,---,---,"Nhà hàng, khách sạn",---,---,---,---,---,---,---,---
"7,1 tỷ",180 m,Đường Trần Sâm, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng,Tây Bắc,---,Cần bán,"7,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,---,18m,---,---
Thỏa thuận,125 m,Đường Nguyễn Tất Thành, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,45m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,25m,---,---
"4,7 tỷ",102 m,Đường Mỹ Đa Đông 8, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,Y,20m,3,---
"187,25 tỷ",535 m,Đường Trần Bạch Đằng, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Tây,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"25,5m",---,---,"21,5m",---,---
"2,3 tỷ",64 m,K23.35 Đường Nguyễn Văn Huề, Phường Thanh Khê Tây, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,4m,---,Nhà trong hẻm,Giấy tờ hợp lệ,---,"9,4m",2,---,8m,2,---
"1,75 tỷ",60 m,Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,Đông Nam,---,Cần bán,4m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,---,---,---,---,---,---
190 tỷ,1.258 m,Đường 2/9, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,100m,---,"Biệt thự, nhà liền kề",---,---,---,3,---,---,10,---
"4,1 tỷ",90 m,Đường Cổ Mân 3, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,Y,16m,3,---
"1,45 tỷ",65 m,Đường Phạm Như Xương, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng,Tây Nam,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"5,5m",1,---,---,2,---
"3,9 tỷ",90 m,Đường Đa Mặn 2, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,1,Y,16m,3,---
"54,5 triệu / m",320 m,Đường Lê Văn Hiến, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,Đông Bắc,---,Cần bán,48m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,9m,---,---,---,---,---
20 tỷ,140 m,Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,Tây,---,Cần bán,30m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,Y,28m,---,---
"3,36 tỷ",56 m,50 Đường Hàm Nghi, Phường Thạc Gián, Quận Thanh Khê, Đà Nẵng,Đông Nam,---,Cần bán,3m,---,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,8m,4,Y,7m,10,---
15 tỷ,336 m,Đường Lê Văn Lương, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng,Tây Bắc,---,Cần bán,15m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,12m,---,---,28m,---,---
80 tỷ,633 m,Đường Đỗ Pháp Thuận, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,8m,---,"Đất thổ cư, đất ở",---,---,33m,---,---,21m,---,---
"3,2 tỷ",60 m,Đường Tô Hiệu, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,6m,3,Y,---,4,---
34 tỷ,412 m,Đường Bà Huyện Thanh Quan, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,Tây Bắc,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,11m,2,Y,37m,4,---
"26,5 tỷ",110 m,Đường Nguyễn Văn Linh, Phường Vĩnh Trung, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,30m,---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,---,5,---,---,6,---
"6,99 tỷ",120 m,Đường Chế Lan Viên, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,8m,2,Y,15m,4,---
72 tỷ,270 m,Đường An Thượng 3, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,10m,Y,"Phòng trọ, nhà trọ",Sổ hồng/ Sổ đỏ,Y,15m,8,Y,18m,---,---
"15,2 tỷ",120 m,Đường Nguyễn Lộ Trạch, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,10m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,6m,5,Y,20m,7,---
"5,4 tỷ",60 m,Đường Lý Tự Trọng, Phường Hòa Thuận Đông, Quận Hải Châu, Đà Nẵng,Tây,Y,Cần bán,"2,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,6m,4,---,10m,4,---
"17,5 tỷ",125 m,Đường Nguyễn Tất Thành, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,47m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,4,Y,25m,6,---
"66,9 tỷ",450 m,Đường 30/4, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,34m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,15m,---,---,30m,---,---
12 tỷ,300 m,Đường Nguyễn Thị Sáu, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,12m,3,Y,25m,3,---
"4,3 tỷ",85 m,Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê, Đà Nẵng,Tây Bắc,Y,Cần bán,"2,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,6m,2,---,14m,3,---
"10,5 tỷ",90 m,Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,8m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,"7,5m",---,Y,14m,---,---
"1,9 tỷ",328 m,Đường Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,20m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,---,4,Y,---,4,---
12 tỷ,165 m,Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,10m,2,Y,"16,5m",3,---
8 tỷ,110 m,Đường Huỳnh Ngọc Huệ, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng,_,---,Cần bán,105m,---,"Đất thổ cư, đất ở",---,---,---,---,---,---,---,---
"23,5 tỷ",105 m,Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,27m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,5m,8,Y,21m,9,---
"3,8 tỷ",96 m,Đường Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,2,Y,"19,5m",3,---
"2,55 tỷ",54 m,Đường Hà Huy Tập, Phường Hòa Khê, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,"2,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,---,"4,5m",2,Y,12m,3,---
"9,7 tỷ",103 m,Đường Trần Thủ Độ, Phường Khuê Trung, Quận Cẩm Lệ, Đà Nẵng,Đông Nam,Y,Cần bán,10m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,4,Y,"20,3m",2,---
18 tỷ,200 m,Đà Nẵng Đường Diên Hồng, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,_,---,Cần bán,21m,---,Nhà mặt tiền,---,---,10m,7,---,20m,20,---
"5,3 tỷ",95 m,Đường Tiểu La, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,Đông Bắc,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,7m,3,---,"13,5m",4,---
"3,85 tỷ",50 m,Đường Đinh Tiên Hoàng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,Tây Nam,Y,Cần bán,"3,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,4m,3,---,12m,3,---
"9,2 tỷ",180 m,Đường Tiên Sơn 20, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,6m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,10m,2,Y,18m,3,---
5 tỷ,75 m,Đường Hồ Biểu Chánh, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,4m,2,Y,19m,3,---
35 tỷ,240 m,Đường Phước Trường, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,10m,5,Y,24m,21,---
"2,65 tỷ",52 m,Đường Hoàng Diệu, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,4m,3,Y,13m,3,---
165 tỷ,300 m,Đường Hồ Nghinh, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,15m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,15m,19,Y,20m,92,---
"10,8 tỷ",90 m,Đường Trường Thi,  Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,7m,Y,"Phòng trọ, nhà trọ",Sổ hồng/ Sổ đỏ,Y,5m,6,Y,18m,13,---
"6,7 tỷ",73 m,Đường Cầm Bá Thước, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,8m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",1,Y,"16,2m",1,---
"3,45 tỷ",140 m,Đường Nguyễn Hàng Chi, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,11m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,7m,2,Y,20m,3,---
"4,7 tỷ",75 m,Đường Lê Văn Thịnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,15m,4,---
7 tỷ,70 m,Đường Phan Trọng Tuệ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,7m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,4,Y,14m,5,---
7 tỷ,86 m,Đường Mạc Thị bưởi, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",4,Y,19m,4,---
54 tỷ,345 m,Đường Nguyễn Xiển, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,16m,9,---,22m,50,---
"4,3 tỷ",90 m,Đường Đồng Trí 3, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",3,Y,29m,4,---
"5,5 tỷ",100 m,Đường Lý Đạo Thành, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,7m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,2,Y,20m,3,---
"4,25 tỷ",55 m,Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,"3,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,11m,3,---
20 tỷ,150 m,Đại lộ Thăng Long, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,Đông Nam,Y,Cần bán,15m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,"7,5m",3,Y,20m,4,---
60 tỷ,300 m,Đường 2/9, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,27m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,12m,1,Y,25m,---,---
56 tỷ,220 m,Đường Hoàng Sa, Phường Nại Hiên Đông, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,45m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,10m,---,---,22m,---,---
"8,1 tỷ",110 m,Đường Trương Định, Phường Mân Thái, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,11m,Y,Nhà mặt tiền,---,Y,9m,3,Y,12m,4,---
"9,2 tỷ",180 m,Đường Tiên Sơn 20, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,6m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,10m,2,Y,18m,3,---
5 tỷ,75 m,Đường Hồ Biểu Chánh, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,4m,2,Y,19m,3,---
"6,99 tỷ",120 m,Đường Chế Lan Viên, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,8m,2,Y,15m,4,---
72 tỷ,270 m,Đường An Thượng 3, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,10m,Y,"Phòng trọ, nhà trọ",Sổ hồng/ Sổ đỏ,Y,15m,8,Y,18m,---,---
"2,65 tỷ",52 m,Đường Hoàng Diệu, Phường Hòa Thuận Tây, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,3m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,4m,3,Y,13m,3,---
"6,7 tỷ",73 m,Đường Cầm Bá Thước, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,8m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",1,Y,"16,2m",1,---
"4,7 tỷ",75 m,Đường Lê Văn Thịnh, Phường Hòa Minh, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,15m,4,---
7 tỷ,70 m,Đường Phan Trọng Tuệ, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,7m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,4,Y,14m,5,---
"17,5 tỷ",125 m,Đường Nguyễn Tất Thành, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,47m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,4,Y,25m,6,---
7 tỷ,86 m,Đường Mạc Thị bưởi, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",4,Y,19m,4,---
"66,9 tỷ",450 m,Đường 30/4, Phường Hòa Cường Bắc, Quận Hải Châu, Đà Nẵng,_,---,Cần bán,34m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,15m,---,---,30m,---,---
12 tỷ,300 m,Đường Nguyễn Thị Sáu, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,12m,3,Y,25m,3,---
"4,3 tỷ",90 m,Đường Đồng Trí 3, Phường Hòa Khánh Nam, Quận Liên Chiểu, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"4,5m",3,Y,29m,4,---
"5,5 tỷ",100 m,Đường Lý Đạo Thành, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,7m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,2,Y,20m,3,---
"4,25 tỷ",55 m,Đường Điện Biên Phủ, Phường Thanh Khê Đông, Quận Thanh Khê, Đà Nẵng,_,Y,Cần bán,"3,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,11m,3,---
"10,5 tỷ",90 m,Đường Hà Bổng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,8m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,"7,5m",---,Y,14m,---,---
12 tỷ,165 m,Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,10m,2,Y,"16,5m",3,---
20 tỷ,150 m,Đại lộ Thăng Long, Phường Hòa Cường Nam, Quận Hải Châu, Đà Nẵng,Đông Nam,Y,Cần bán,15m,Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,"7,5m",3,Y,20m,4,---
"23,5 tỷ",105 m,Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,27m,Y,"Nhà hàng, khách sạn",Sổ hồng/ Sổ đỏ,Y,5m,8,Y,21m,9,---
"3,8 tỷ",96 m,Đường Đô Đốc Tuyết, Phường Hòa Xuân, Quận Cẩm Lệ, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,2,Y,"19,5m",3,---
9 tỷ,113 m,Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,11m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,4m,3,Y,"25,9m",6,---
"7,9 tỷ",75 m,Đường Ngũ Hành Sơn, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,48m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,3,Y,15m,3,---
"3,7 tỷ",75 m,Đường Hoàng Sĩ Khải, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,"3,6m",2,Y,21m,4,---
"2,75 tỷ",93 m,Đường Nam Kỳ Khởi Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,"5,5m",---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,"18,5m",---,---
"7,9 tỷ",55 m,Đường An Thượng 11, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,5,Y,"10,3m",6,---
3 tỷ,86 m,535 Đường Trần Hưng Đạo, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,---,Y,Căn hộ chung cư,Sổ hồng/ Sổ đỏ,Y,---,1,Y,---,2,---
"8,8 tỷ",60 m,Đường An Thượng 34, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,"5,5m",---,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,---,5m,5,---,12m,7,---
"2,9 tỷ",87 m,Đường Nguyễn Phan Vinh, Phường Thọ Quang, Quận Sơn Trà, Đà Nẵng,_,---,Cần bán,6m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,"16,8m",---,---
"2,65 tỷ",135 m,Đường Nguyễn Duy Trinh, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,6m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,5m,---,---,28m,---,---
"10,9 tỷ",190 m,Đường Phan Huy Chú, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,Y,10m,1,Y,19m,---,---
"8,1 tỷ",81 m,Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,4m,5,Y,20m,7,---
13 tỷ,200 m,Đường Bùi Tá Hán, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,"7,5m",Y,"Biệt thự, nhà liền kề",Sổ hồng/ Sổ đỏ,Y,10m,3,Y,20m,6,---
12 tỷ,150 m,Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,48m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,2,Y,30m,3,---
"2,5 tỷ",60 m,Đường Võ Nguyên Giáp, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng,_,Y,Cần bán,---,Y,Căn hộ chung cư,---,---,---,1,Y,---,2,---
"6,4 tỷ",82 m,Đường Tô Hiến Thành, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,"5,2m",1,Y,16m,2,---
"2,05 tỷ",120 m,Đường Trần Đại Nghĩa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,7m,---,"Đất thổ cư, đất ở",Sổ hồng/ Sổ đỏ,---,"4,5m",---,---,30m,---,---
"3,75 tỷ",80 m,Đường Nguyễn Văn Thoại, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,"3,5m",2,Y,23m,2,---
"2,3 tỷ",108 m,Đường Nguyễn Duy Trinh, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng,_,---,Cần bán,5m,---,"Đất thổ cư, đất ở",---,---,---,---,---,---,---,---
5 tỷ,70 m,Đường Đông Giang, Phường An Hải Tây, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,"5,5m",Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,5m,2,Y,14m,2,---
"5,2 tỷ",105 m,Đường Ngô Quyền, Phường An Hải Bắc, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,5m,Y,Nhà trong hẻm,Sổ hồng/ Sổ đỏ,Y,4m,3,Y,26m,4,---
9 tỷ,113 m,Đường Phạm Cự Lượng, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng,_,Y,Cần bán,11m,Y,Nhà mặt tiền,Sổ hồng/ Sổ đỏ,Y,4m,3,Y,"25,9m",6,---
